id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio
6720,23575,115734,5,210,1050,BR-BA,210.0
6721,53138,116145,6,690,4140,BR-PI,828.0
6722,29510,116373,4,360,1440,BR-DF,288.0
6723,13472,116422,1,450,450,BR-MT,90.0
6724,4835,117277,2,560,1120,BR-MS,224.0
6725,15470,117374,1,590,590,BR-RN,118.0
6726,37384,117889,1,700,700,BR-RN,140.0
6727,84743,118375,5,120,600,BR-BA,120.0
6728,84692,118731,5,499,2495,BR-MG,499.0
6729,83009,120897,6,280,1680,BR-SP,336.0
6730,18790,121155,3,890,2670,BR-SE,534.0
6731,83795,121744,4,310,1240,BR-TO,248.0
6732,32986,121790,1,315,315,BR-SP,63.0
6733,16634,121850,6,480,2880,BR-SP,576.0
6734,87156,121963,5,160,800,BR-AC,160.0
6735,81822,121986,4,390,1560,BR-RJ,312.0
6736,17258,122775,1,420,420,BR-TO,84.0
6737,48483,124514,2,400,800,BR-PI,160.0
6738,70240,125855,3,290,870,BR-AM,174.0
6739,57696,126281,4,410,1640,BR-RR,328.0
6740,95805,126452,5,100,500,BR-BA,100.0
6741,11218,128392,2,250,500,BR-RJ,100.0
6742,38723,128513,1,80,80,BR-CE,16.0
6743,57708,129661,3,990,2970,BR-CE,594.0
6744,10795,129840,2,300,600,BR-TO,120.0
6745,86243,130252,2,350,700,BR-GO,140.0
6746,32126,130414,1,210,210,BR-TO,42.0
6747,84176,132268,6,310,1860,BR-PI,372.0
6748,54794,133600,5,350,1750,BR-BA,350.0
6749,49026,134361,2,240,480,BR-MA,96.0
6750,13814,135052,4,550,2200,BR-PI,440.0
6751,59784,135164,5,390,1950,BR-MT,390.0
6752,66255,135347,2,390,780,BR-CE,156.0
6753,47405,136499,6,310,1860,BR-RN,372.0
6754,8691,136562,4,180,720,BR-MS,144.0
6755,53731,137429,6,430,2580,BR-AM,516.0
6756,35682,137618,3,250,750,BR-MS,150.0
6757,86302,138657,3,139,417,BR-RR,83.4
6758,86845,138688,2,110,220,BR-RR,44.0
6759,75557,138753,5,90,450,BR-AM,90.0
6760,55452,138815,3,350,1050,BR-RO,210.0
6761,83009,138919,3,280,840,BR-AM,168.0
6762,13705,139154,5,180,900,BR-AL,180.0
6763,56350,139171,4,245,980,BR-AL,196.0
6764,11736,139710,1,740,740,BR-GO,148.0
6765,53941,3297,1,280,280,BR-MG,56.0
6766,77079,3483,4,100,400,BR-PI,80.0
6767,30263,4095,3,135,405,BR-SE,81.0
6768,87711,4739,6,140,840,BR-PE,168.0
6769,46573,5045,1,350,350,BR-AP,70.0
6770,41518,6001,5,260,1300,BR-MS,260.0
6771,6769,8152,5,220,1100,BR-RN,220.0
6772,79079,8646,3,320,960,BR-ES,192.0
6773,42913,8975,5,2590,12950,BR-PA,2590.0
6774,48872,9092,6,120,720,BR-TO,144.0
6775,14074,9362,1,450,450,BR-PI,90.0
6776,3865,10988,3,6500,19500,BR-PB,3900.0
6777,49497,11674,6,320,1920,BR-RR,384.0
6778,6699,11869,1,320,320,BR-BA,64.0
6779,22568,12076,6,245,1470,BR-MS,294.0
6780,15875,12202,1,490,490,BR-GO,98.0
6781,17329,12725,1,590,590,BR-CE,118.0
6782,40082,13379,3,315,945,BR-AC,189.0
6783,3829,13581,4,2630,10520,BR-TO,2104.0
6784,4853,14170,2,100,200,BR-MG,40.0
6785,87711,14211,5,140,700,BR-BA,140.0
6786,48483,14265,1,400,400,BR-AP,80.0
6787,8707,14903,4,150,600,BR-RN,120.0
6788,79551,16330,4,290,1160,BR-DF,232.0
6789,41262,17260,2,390,780,BR-RJ,156.0
6790,18212,18198,4,120,480,BR-MS,96.0
6791,61356,18698,3,390,1170,BR-AL,234.0
6792,45979,21291,1,280,280,BR-MA,56.0
6793,89334,22643,4,350,1400,BR-MS,280.0
6794,53731,23840,4,430,1720,BR-RR,344.0
6795,18212,24228,5,120,600,BR-MT,120.0
6796,50771,26267,4,340,1360,BR-PE,272.0
6797,21244,26416,1,1120,1120,BR-RO,224.0
6798,59784,26726,1,390,390,BR-PA,78.0
6799,11736,27562,3,740,2220,BR-PE,444.0
6800,12812,30059,4,320,1280,BR-TO,256.0
6801,71770,30205,6,530,3180,BR-RS,636.0
6802,3829,30998,2,2630,5260,BR-BA,1052.0
6803,21516,31257,4,320,1280,BR-SE,256.0
6804,65473,31753,6,210,1260,BR-MT,252.0
6805,49026,32499,4,240,960,BR-RR,192.0
6806,5995,33079,1,398,398,BR-PR,79.6
6807,19432,35166,3,190,570,BR-GO,114.0
6808,53731,35248,3,430,1290,BR-AP,258.0
6809,3829,36508,6,2630,15780,BR-RS,3156.0
6810,27659,36880,1,140,140,BR-MS,28.0
6811,29650,37528,3,120,360,BR-MA,72.0
6812,8673,37986,3,490,1470,BR-PR,294.0
6813,8456,38489,4,360,1440,BR-PI,288.0
6814,91498,40283,6,130,780,BR-BA,156.0
6815,9809,40500,1,260,260,BR-GO,52.0
6816,50330,41892,2,210,420,BR-MG,84.0
6817,8456,43945,5,360,1800,BR-MG,360.0
6818,47405,44370,2,310,620,BR-ES,124.0
6819,44379,45049,1,165,165,BR-MT,33.0
6820,100939,45167,6,310,1860,BR-SE,372.0
6821,13814,45191,5,550,2750,BR-ES,550.0
6822,66539,45409,1,399,399,BR-AC,79.8
6823,3829,46671,6,2630,15780,BR-ES,3156.0
6824,66135,47485,1,490,490,BR-TO,98.0
6825,73692,49374,1,90,90,BR-RR,18.0
6826,6262,49673,3,644,1932,BR-MA,386.4
6827,32126,49690,5,210,1050,BR-RR,210.0
6828,37794,49829,4,105,420,BR-RN,84.0
6829,53941,51241,1,280,280,BR-TO,56.0
6830,13906,51896,4,340,1360,BR-RN,272.0
6831,13906,52052,4,340,1360,BR-SC,272.0
6832,4853,52455,5,100,500,BR-BA,100.0
6833,41518,53236,5,260,1300,BR-RJ,260.0
6834,12609,53445,3,320,960,BR-MA,192.0
6835,61356,55126,4,390,1560,BR-TO,312.0
6836,89100,55128,5,4200,21000,BR-PA,4200.0
6837,79079,57005,4,320,1280,BR-AC,256.0
6838,39368,57587,3,279,837,BR-MG,167.4
6839,89100,58279,1,4200,4200,BR-MS,840.0
6840,32986,60210,5,315,1575,BR-SE,315.0
6841,3865,62666,4,6500,26000,BR-AM,5200.0
6842,95805,63534,6,100,600,BR-DF,120.0
6843,43888,63747,1,190,190,BR-BA,38.0
6844,89100,65725,1,4200,4200,BR-DF,840.0
6845,23575,67674,1,210,210,BR-AC,42.0
6846,71946,68397,2,290,580,BR-MA,116.0
6847,70240,69269,5,290,1450,BR-RS,290.0
6848,73038,69763,1,90,90,BR-GO,18.0
6849,17990,71182,6,3800,22800,BR-AL,4560.0
6850,82990,71545,3,450,1350,BR-GO,270.0
6851,14420,72691,6,690,4140,BR-PB,828.0
6852,4553,74298,1,110,110,BR-DF,22.0
6853,80644,74402,6,990,5940,BR-MA,1188.0
6854,55452,74657,6,350,2100,BR-AM,420.0
6855,13814,74755,4,550,2200,BR-PB,440.0
6856,27546,74985,6,336,2016,BR-MS,403.2
6857,51314,75191,4,410,1640,BR-GO,328.0
6858,70240,75504,3,290,870,BR-MA,174.0
6859,44379,75938,4,165,660,BR-PE,132.0
6860,9981,76589,6,4000,24000,BR-AL,4800.0
6861,51238,76644,5,410,2050,BR-CE,410.0
6862,75557,77573,4,90,360,BR-PA,72.0
6863,12812,77621,3,320,960,BR-AP,192.0
6864,98964,78550,5,280,1400,BR-MG,280.0
6865,44207,78623,1,290,290,BR-ES,58.0
6866,7193,78673,2,320,640,BR-RS,128.0
6867,89100,79692,2,4200,8400,BR-TO,1680.0
6868,70673,79877,3,210,630,BR-TO,126.0
6869,11736,80400,6,740,4440,BR-TO,888.0
6870,37794,80734,4,105,420,BR-TO,84.0
6871,43054,81657,1,320,320,BR-TO,64.0
6872,6381,81715,5,586,2930,BR-AC,586.0
6873,73038,83690,4,90,360,BR-RO,72.0
6874,32126,83724,6,210,1260,BR-GO,252.0
6875,7871,85971,1,420,420,BR-CE,84.0
6876,9981,86544,6,4000,24000,BR-AP,4800.0
6877,37794,87040,6,105,630,BR-MA,126.0
6878,12751,87959,2,400,800,BR-PR,160.0
6879,4853,88372,2,100,200,BR-DF,40.0
6880,49497,89587,1,320,320,BR-ES,64.0
6881,38723,89783,3,80,240,BR-MT,48.0
6882,36195,90157,5,110,550,BR-BA,110.0
6883,66135,91067,1,490,490,BR-ES,98.0
6884,70673,91656,1,210,210,BR-PB,42.0
6885,13472,92103,1,450,450,BR-AM,90.0
6886,43888,92277,3,190,570,BR-RR,114.0
6887,77079,92345,1,100,100,BR-BA,20.0
6888,5292,92681,4,576,2304,BR-RO,460.8
6889,6888,92793,5,350,1750,BR-AC,350.0
6890,43888,94033,2,190,380,BR-PE,76.0
6891,29893,94160,4,420,1680,BR-SC,336.0
6892,43888,94924,3,190,570,BR-ES,114.0
6893,38723,95019,4,80,320,BR-PR,64.0
6894,79551,96283,2,290,580,BR-DF,116.0
6895,13472,96492,6,450,2700,BR-GO,540.0
6896,100939,96961,5,310,1550,BR-MG,310.0
6897,18128,97055,3,795,2385,BR-BA,477.0
6898,53458,97691,6,450,2700,BR-AC,540.0
6899,33976,98196,5,120,600,BR-MS,120.0
6900,3451,98939,5,250,1250,BR-AM,250.0
6901,50478,99126,6,315,1890,BR-RS,378.0
6902,25562,99367,6,320,1920,BR-MS,384.0
6903,43054,99870,2,320,640,BR-AM,128.0
6904,59784,101231,6,390,2340,BR-MT,468.0
6905,10795,101871,5,300,1500,BR-MG,300.0
6906,82257,102424,3,1600,4800,BR-ES,960.0
6907,35682,103251,6,250,1500,BR-PR,300.0
6908,56571,103551,1,420,420,BR-AC,84.0
6909,47475,104731,5,490,2450,BR-PB,490.0
6910,29650,106303,3,120,360,BR-MT,72.0
6911,2706,106366,3,590,1770,BR-RR,354.0
6912,29012,107029,3,525,1575,BR-SC,315.0
6913,18212,107672,2,120,240,BR-MA,48.0
6914,65473,109332,4,210,840,BR-DF,168.0
6915,6699,109764,4,320,1280,BR-AM,256.0
6916,4853,110026,3,100,300,BR-MS,60.0
6917,5412,113191,3,788,2364,BR-MA,472.8
6918,40508,113625,3,245,735,BR-SE,147.0
6919,61356,113805,2,390,780,BR-SC,156.0
6920,16634,113900,4,480,1920,BR-PE,384.0
6921,98640,114015,6,990,5940,BR-AP,1188.0
6922,6137,114857,5,100,500,BR-RS,100.0
6923,74506,115163,6,420,2520,BR-AM,504.0
6924,40082,115623,2,315,630,BR-TO,126.0
6925,14074,115903,6,450,2700,BR-RR,540.0
6926,33976,116296,1,120,120,BR-PI,24.0
6927,6888,116977,2,350,700,BR-AP,140.0
6928,70813,117869,4,120,480,BR-TO,96.0
6929,7729,118583,3,360,1080,BR-SP,216.0
6930,13716,118713,1,450,450,BR-GO,90.0
6931,14074,118951,6,450,2700,BR-MS,540.0
6932,44379,119547,2,165,330,BR-MT,66.0
6933,6769,120474,4,220,880,BR-AL,176.0
6934,6742,120500,3,850,2550,BR-MA,510.0
6935,70813,120745,4,120,480,BR-ES,96.0
6936,51314,120749,5,410,2050,BR-CE,410.0
6937,100983,121715,3,350,1050,BR-DF,210.0
6938,7193,121758,4,320,1280,BR-RJ,256.0
6939,17258,121785,4,420,1680,BR-SE,336.0
6940,53941,122380,3,280,840,BR-CE,168.0
6941,30263,122443,5,135,675,BR-AP,135.0
6942,27659,123870,5,140,700,BR-RO,140.0
6943,79551,125301,6,290,1740,BR-MT,348.0
6944,82257,125542,5,1600,8000,BR-AL,1600.0
6945,86845,125846,3,110,330,BR-PB,66.0
6946,5995,126355,3,398,1194,BR-PA,238.8
6947,53731,127188,3,430,1290,BR-CE,258.0
6948,33349,127268,2,270,540,BR-RS,108.0
6949,61356,127562,3,390,1170,BR-RR,234.0
6950,56380,129032,6,179,1074,BR-PA,214.8
6951,86243,129404,1,350,350,BR-DF,70.0
6952,91248,129547,3,45,135,BR-RS,27.0
6953,70813,130445,5,120,600,BR-RR,120.0
6954,86845,130877,1,110,110,BR-AC,22.0
6955,67445,130991,1,320,320,BR-PA,64.0
6956,15875,132152,4,490,1960,BR-AP,392.0
6957,71946,132304,6,290,1740,BR-PE,348.0
6958,22568,133018,2,245,490,BR-RR,98.0
6959,67445,133030,3,320,960,BR-RJ,192.0
6960,89334,133048,1,350,350,BR-MG,70.0
6961,75706,133331,1,100,100,BR-PR,20.0
6962,3829,133382,6,2630,15780,BR-PE,3156.0
6963,21429,133972,1,390,390,BR-SE,78.0
6964,9397,134047,4,345,1380,BR-RR,276.0
6965,44424,134445,2,360,720,BR-PR,144.0
6966,59784,135050,5,390,1950,BR-ES,390.0
6967,35129,135889,2,320,640,BR-DF,128.0
6968,100460,136438,4,890,3560,BR-GO,712.0
6969,15875,137384,6,490,2940,BR-AP,588.0
6970,43888,137737,5,190,950,BR-PR,190.0
6971,10795,138690,4,300,1200,BR-MG,240.0
6972,18128,139046,2,795,1590,BR-SC,318.0
6973,86243,139629,4,350,1400,BR-RO,280.0
6974,20029,139962,4,294,1176,BR-MA,235.2
6975,4835,1775,5,560,2800,BR-SC,560.0
6976,32986,2003,1,315,315,BR-AC,63.0
6977,75557,2431,3,90,270,BR-RJ,54.0
6978,13906,2502,3,340,1020,BR-AM,204.0
6979,66135,2606,6,490,2940,BR-PA,588.0
6980,44424,2671,2,360,720,BR-TO,144.0
6981,30211,5114,3,380,1140,BR-TO,228.0
6982,6137,5592,3,100,300,BR-RJ,60.0
6983,5995,6274,3,398,1194,BR-PB,238.8
6984,7193,6385,6,320,1920,BR-AM,384.0
6985,72667,6484,1,139,139,BR-RN,27.8
6986,36195,6504,3,110,330,BR-PA,66.0
6987,18751,6977,6,990,5940,BR-MT,1188.0
6988,41262,7729,3,390,1170,BR-AC,234.0
6989,57815,8262,4,100,400,BR-PE,80.0
6990,20029,9007,1,294,294,BR-TO,58.8
6991,6769,9110,1,220,220,BR-SC,44.0
6992,4553,11001,1,110,110,BR-SC,22.0
6993,45878,13281,3,210,630,BR-TO,126.0
6994,72667,14196,6,139,834,BR-MA,166.8
6995,59337,14329,6,390,2340,BR-BA,468.0
6996,22407,14788,2,200,400,BR-AL,80.0
6997,51314,15681,2,410,820,BR-PA,164.0
6998,21244,16078,6,1120,6720,BR-PE,1344.0
6999,29893,16975,5,420,2100,BR-MT,420.0
7000,54794,17250,3,350,1050,BR-TO,210.0
7001,45878,17346,2,210,420,BR-MG,84.0
7002,72621,18166,1,179,179,BR-AL,35.8
7003,5292,19037,1,576,576,BR-MG,115.2
7004,18212,21151,6,120,720,BR-MG,144.0
7005,56380,21280,3,179,537,BR-SC,107.4
7006,84692,21786,5,499,2495,BR-AM,499.0
7007,17395,22412,3,1400,4200,BR-PR,840.0
7008,35129,22981,6,320,1920,BR-PR,384.0
7009,41518,23087,1,260,260,BR-RO,52.0
7010,20029,24970,6,294,1764,BR-GO,352.8
7011,100484,25099,4,320,1280,BR-MT,256.0
7012,67445,25995,3,320,960,BR-ES,192.0
7013,59784,26322,2,390,780,BR-RO,156.0
7014,83009,28842,5,280,1400,BR-AL,280.0
7015,58472,29785,5,150,750,BR-TO,150.0
7016,6381,29927,1,586,586,BR-MS,117.2
7017,64127,30557,4,590,2360,BR-RO,472.0
7018,36306,30915,2,390,780,BR-SP,156.0
7019,82990,31143,5,450,2250,BR-AL,450.0
7020,83866,31612,2,990,1980,BR-SP,396.0
7021,7729,31667,5,360,1800,BR-AP,360.0
7022,89334,31783,1,350,350,BR-SE,70.0
7023,47475,31796,1,490,490,BR-MG,98.0
7024,27336,32101,2,250,500,BR-SP,100.0
7025,15875,32159,2,490,980,BR-MA,196.0
7026,14074,33572,1,450,450,BR-RS,90.0
7027,66255,34692,5,390,1950,BR-TO,390.0
7028,39814,35092,2,390,780,BR-PA,156.0
7029,73692,35676,1,90,90,BR-MS,18.0
7030,62594,35834,6,300,1800,BR-PR,360.0
7031,60010,36206,3,90,270,BR-BA,54.0
7032,18212,36254,2,120,240,BR-PR,48.0
7033,35682,36609,5,250,1250,BR-MS,250.0
7034,91498,36797,4,130,520,BR-RJ,104.0
7035,70240,39445,5,290,1450,BR-AC,290.0
7036,42913,39627,2,2590,5180,BR-DF,1036.0
7037,18790,40238,2,890,1780,BR-RS,356.0
7038,49497,40817,2,320,640,BR-SC,128.0
7039,83795,41902,5,310,1550,BR-SC,310.0
7040,27659,43089,4,140,560,BR-RJ,112.0
7041,3820,43226,3,139,417,BR-PE,83.4
7042,9397,43393,4,345,1380,BR-RN,276.0
7043,33349,43769,5,270,1350,BR-MA,270.0
7044,80644,44096,3,990,2970,BR-MT,594.0
7045,85154,45703,5,420,2100,BR-RN,420.0
7046,7729,45760,4,360,1440,BR-RS,288.0
7047,6769,46192,2,220,440,BR-DF,88.0
7048,6888,46538,5,350,1750,BR-AC,350.0
7049,31835,47237,6,399,2394,BR-AC,478.8
7050,21516,48050,5,320,1600,BR-RS,320.0
7051,83866,48141,5,990,4950,BR-RO,990.0
7052,53458,48525,1,450,450,BR-RJ,90.0
7053,54794,50652,1,350,350,BR-SE,70.0
7054,75557,50694,1,90,90,BR-MT,18.0
7055,46573,51154,4,350,1400,BR-MS,280.0
7056,29510,51304,6,360,2160,BR-PR,432.0
7057,4835,51863,1,560,560,BR-PA,112.0
7058,23575,52982,3,210,630,BR-RJ,126.0
7059,42913,53410,4,2590,10360,BR-AL,2072.0
7060,18751,54885,2,990,1980,BR-RN,396.0
7061,32126,55275,4,210,840,BR-MT,168.0
7062,20029,57171,1,294,294,BR-CE,58.8
7063,36306,58687,4,390,1560,BR-ES,312.0
7064,11736,59940,1,740,740,BR-GO,148.0
7065,39814,60616,3,390,1170,BR-DF,234.0
7066,11736,61146,4,740,2960,BR-AM,592.0
7067,86544,61819,6,50,300,BR-RJ,60.0
7068,50330,61941,5,210,1050,BR-CE,210.0
7069,100484,62126,2,320,640,BR-TO,128.0
7070,65473,63060,2,210,420,BR-PB,84.0
7071,50771,63376,6,340,2040,BR-MA,408.0
7072,48483,64015,4,400,1600,BR-AC,320.0
7073,14074,64517,1,450,450,BR-MA,90.0
7074,33348,65468,3,160,480,BR-SE,96.0
7075,70813,67293,3,120,360,BR-RO,72.0
7076,49026,67364,5,240,1200,BR-PB,240.0
7077,5412,67531,3,788,2364,BR-MA,472.8
7078,91248,68918,5,45,225,BR-AM,45.0
7079,27659,69055,6,140,840,BR-AL,168.0
7080,29301,69069,6,180,1080,BR-DF,216.0
7081,32986,70657,4,315,1260,BR-PR,252.0
7082,70240,70913,6,290,1740,BR-MA,348.0
7083,22407,71722,4,200,800,BR-BA,160.0
7084,32986,72022,4,315,1260,BR-RO,252.0
7085,29893,72312,4,420,1680,BR-MA,336.0
7086,57815,72883,3,100,300,BR-RO,60.0
7087,30211,74601,5,380,1900,BR-SC,380.0
7088,72621,75375,4,179,716,BR-AL,143.2
7089,13716,75652,1,450,450,BR-PA,90.0
7090,47475,76924,3,490,1470,BR-MT,294.0
7091,18128,77725,6,795,4770,BR-PA,954.0
7092,40082,77827,3,315,945,BR-PB,189.0
7093,66135,78586,5,490,2450,BR-RR,490.0
7094,66135,78861,3,490,1470,BR-AL,294.0
7095,70673,80143,1,210,210,BR-SC,42.0
7096,5995,80704,5,398,1990,BR-SC,398.0
7097,100460,83502,5,890,4450,BR-ES,890.0
7098,84743,83726,5,120,600,BR-RJ,120.0
7099,4853,83783,4,100,400,BR-MA,80.0
7100,56571,83860,3,420,1260,BR-RO,252.0
7101,16634,84427,1,480,480,BR-RJ,96.0
7102,6137,85044,6,100,600,BR-AM,120.0
7103,73692,85591,2,90,180,BR-DF,36.0
7104,14420,86103,2,690,1380,BR-RS,276.0
7105,5995,87007,5,398,1990,BR-PA,398.0
7106,3829,90148,4,2630,10520,BR-SE,2104.0
7107,66539,92730,4,399,1596,BR-MS,319.2
7108,47475,94212,3,490,1470,BR-RR,294.0
7109,100939,94633,5,310,1550,BR-MT,310.0
7110,84692,95115,2,499,998,BR-RN,199.6
7111,30211,95293,5,380,1900,BR-RR,380.0
7112,91498,95776,4,130,520,BR-SE,104.0
7113,50478,96339,5,315,1575,BR-ES,315.0
7114,22568,97032,5,245,1225,BR-MG,245.0
7115,6769,97710,5,220,1100,BR-MS,220.0
7116,51238,98103,1,410,410,BR-ES,82.0
7117,18751,98459,5,990,4950,BR-MG,990.0
7118,41189,98726,4,160,640,BR-PA,128.0
7119,55452,99043,5,350,1750,BR-RS,350.0
7120,85154,99123,4,420,1680,BR-MA,336.0
7121,21516,100344,1,320,320,BR-TO,64.0
7122,55452,100770,4,350,1400,BR-RN,280.0
7123,22407,101806,6,200,1200,BR-GO,240.0
7124,56350,102426,4,245,980,BR-AL,196.0
7125,5995,102952,6,398,2388,BR-RJ,477.6
7126,27336,103222,1,250,250,BR-AM,50.0
7127,5995,103506,6,398,2388,BR-BA,477.6
7128,14420,105456,1,690,690,BR-MT,138.0
7129,8456,105489,4,360,1440,BR-AC,288.0
7130,43888,105892,2,190,380,BR-MA,76.0
7131,14420,106633,2,690,1380,BR-PB,276.0
7132,89334,106890,6,350,2100,BR-GO,420.0
7133,39814,107848,6,390,2340,BR-ES,468.0
7134,29893,107891,3,420,1260,BR-RO,252.0
7135,55051,108657,1,760,760,BR-PA,152.0
7136,6699,109262,6,320,1920,BR-SC,384.0
7137,12895,109341,5,2600,13000,BR-AP,2600.0
7138,27546,110981,5,336,1680,BR-PI,336.0
7139,6381,111426,1,586,586,BR-RS,117.2
7140,58245,111799,5,120,600,BR-RS,120.0
7141,3829,112207,4,2630,10520,BR-GO,2104.0
7142,43888,115113,6,190,1140,BR-MS,228.0
7143,62594,115568,4,300,1200,BR-DF,240.0
7144,70673,116039,2,210,420,BR-PR,84.0
7145,27546,116632,1,336,336,BR-PA,67.2
7146,12751,118458,3,400,1200,BR-MG,240.0
7147,44379,120585,6,165,990,BR-TO,198.0
7148,49497,120616,1,320,320,BR-MT,64.0
7149,81822,120818,1,390,390,BR-PR,78.0
7150,59337,121607,3,390,1170,BR-ES,234.0
7151,57708,121708,3,990,2970,BR-TO,594.0
7152,29301,122399,5,180,900,BR-SE,180.0
7153,13716,122446,1,450,450,BR-PA,90.0
7154,47682,123256,5,430,2150,BR-DF,430.0
7155,62594,123518,6,300,1800,BR-RS,360.0
7156,18790,123637,1,890,890,BR-PB,178.0
7157,89334,124040,1,350,350,BR-RJ,70.0
7158,5995,124248,3,398,1194,BR-SC,238.8
7159,48483,124997,1,400,400,BR-PA,80.0
7160,57696,125187,2,410,820,BR-RS,164.0
7161,17258,125969,2,420,840,BR-SP,168.0
7162,71946,126584,2,290,580,BR-RO,116.0
7163,4835,126774,6,560,3360,BR-SE,672.0
7164,97039,126796,3,320,960,BR-RN,192.0
7165,100481,126951,4,410,1640,BR-CE,328.0
7166,37384,128313,2,700,1400,BR-SE,280.0
7167,58472,129402,4,150,600,BR-RO,120.0
7168,87711,130980,5,140,700,BR-RO,140.0
7169,70813,131238,5,120,600,BR-GO,120.0
7170,27659,131240,4,140,560,BR-AM,112.0
7171,83795,133122,5,310,1550,BR-RJ,310.0
7172,17258,133268,1,420,420,BR-AC,84.0
7173,33348,133458,4,160,640,BR-SP,128.0
7174,83009,133650,4,280,1120,BR-SP,224.0
7175,14836,133805,5,1100,5500,BR-PE,1100.0
7176,45979,133817,5,280,1400,BR-CE,280.0
7177,27659,133883,3,140,420,BR-PE,84.0
7178,93262,135501,5,450,2250,BR-PR,450.0
7179,13716,136126,6,450,2700,BR-PA,540.0
7180,49026,137041,1,240,240,BR-PR,48.0
7181,89100,137414,5,4200,21000,BR-SC,4200.0
7182,3829,137510,5,2630,13150,BR-RR,2630.0
7183,66255,139609,5,390,1950,BR-RJ,390.0
7184,7871,11,6,420,2520,BR-DF,504.0
7185,89100,740,4,4200,16800,BR-TO,3360.0
7186,53941,848,2,280,560,BR-MA,112.0
7187,50478,1796,4,315,1260,BR-RO,252.0
7188,39814,2327,5,390,1950,BR-TO,390.0
7189,6381,2751,6,586,3516,BR-TO,703.2
7190,21244,2775,5,1120,5600,BR-DF,1120.0
7191,56571,2804,3,420,1260,BR-MT,252.0
7192,39368,3932,5,279,1395,BR-BA,279.0
7193,58472,4432,5,150,750,BR-PI,150.0
7194,14836,4719,5,1100,5500,BR-PE,1100.0
7195,12751,5118,1,400,400,BR-AL,80.0
7196,70673,6049,2,210,420,BR-AC,84.0
7197,13906,6956,3,340,1020,BR-MA,204.0
7198,32986,7385,5,315,1575,BR-MA,315.0
7199,2706,7498,6,590,3540,BR-BA,708.0
7200,37384,7941,4,700,2800,BR-AP,560.0
7201,100983,8558,1,350,350,BR-RS,70.0
7202,59337,10294,5,390,1950,BR-PI,390.0
7203,73692,10517,1,90,90,BR-PR,18.0
7204,12609,12038,3,320,960,BR-SC,192.0
7205,13906,12474,1,340,340,BR-MS,68.0
7206,86544,12724,5,50,250,BR-MA,50.0
7207,58245,13602,1,120,120,BR-CE,24.0
7208,45878,14084,6,210,1260,BR-BA,252.0
7209,85154,14537,1,420,420,BR-AM,84.0
7210,4835,14750,5,560,2800,BR-MA,560.0
7211,45979,15126,4,280,1120,BR-PE,224.0
7212,37794,15529,1,105,105,BR-CE,21.0
7213,39814,15638,3,390,1170,BR-SE,234.0
7214,29650,15998,1,120,120,BR-DF,24.0
7215,21244,16700,5,1120,5600,BR-SC,1120.0
7216,18128,17585,3,795,2385,BR-RO,477.0
7217,53941,17933,3,280,840,BR-MG,168.0
7218,45979,18860,3,280,840,BR-DF,168.0
7219,70240,19498,6,290,1740,BR-PR,348.0
7220,50478,20249,1,315,315,BR-BA,63.0
7221,59337,20730,5,390,1950,BR-AL,390.0
7222,56380,21472,6,179,1074,BR-AC,214.8
7223,5292,21784,4,576,2304,BR-AP,460.8
7224,37794,22237,4,105,420,BR-AP,84.0
7225,15875,22821,6,490,2940,BR-PA,588.0
7226,7871,22906,2,420,840,BR-SP,168.0
7227,5292,23207,3,576,1728,BR-MS,345.6
7228,35682,23521,6,250,1500,BR-GO,300.0
7229,59337,24270,4,390,1560,BR-MS,312.0
7230,35682,25324,3,250,750,BR-AC,150.0
7231,41262,25888,4,390,1560,BR-AM,312.0
7232,61071,25918,4,450,1800,BR-MS,360.0
7233,53458,26234,6,450,2700,BR-ES,540.0
7234,31835,26774,3,399,1197,BR-CE,239.4
7235,83866,27905,2,990,1980,BR-RO,396.0
7236,23575,28047,5,210,1050,BR-RO,210.0
7237,12751,28586,2,400,800,BR-SC,160.0
7238,70813,29611,6,120,720,BR-PA,144.0
7239,83795,30223,5,310,1550,BR-SC,310.0
7240,13472,30396,6,450,2700,BR-RN,540.0
7241,28699,31650,1,420,420,BR-RN,84.0
7242,70240,31683,2,290,580,BR-AL,116.0
7243,51314,33059,6,410,2460,BR-AM,492.0
7244,51238,33122,3,410,1230,BR-DF,246.0
7245,22568,34556,5,245,1225,BR-BA,245.0
7246,35129,40133,2,320,640,BR-MT,128.0
7247,13814,40544,2,550,1100,BR-ES,220.0
7248,42913,40551,1,2590,2590,BR-TO,518.0
7249,36195,40982,3,110,330,BR-PI,66.0
7250,37794,41328,3,105,315,BR-RN,63.0
7251,5412,41963,3,788,2364,BR-PI,472.8
7252,13705,45819,3,180,540,BR-RN,108.0
7253,12751,46053,3,400,1200,BR-RJ,240.0
7254,32126,46986,1,210,210,BR-AL,42.0
7255,46573,47866,1,350,350,BR-CE,70.0
7256,59337,48814,6,390,2340,BR-TO,468.0
7257,50771,49909,4,340,1360,BR-PB,272.0
7258,51314,50046,3,410,1230,BR-AP,246.0
7259,86243,50451,1,350,350,BR-SE,70.0
7260,56380,51286,1,179,179,BR-CE,35.8
7261,86302,52881,2,139,278,BR-CE,55.6
7262,79079,53070,5,320,1600,BR-AC,320.0
