pedido_id,producto_id,vendedor_id,fecha_compra,total
93752,9397,5,2019-09-15,1035
94010,72621,2,2019-09-15,895
94068,53731,3,2019-09-15,1720
94896,100460,4,2019-09-15,890
94935,8456,3,2019-09-15,1440
95023,84692,1,2019-09-15,1497
95231,33976,4,2019-09-15,360
97138,12609,5,2019-09-15,640
97431,98640,4,2019-09-15,2970
98436,50478,4,2019-09-15,1575
99686,29012,5,2019-09-15,2100
100070,5567,5,2019-09-15,420
100108,14074,4,2019-09-15,900
100328,23575,4,2019-09-15,630
101630,37384,1,2019-09-16,3500
101929,11736,1,2019-09-16,2220
102404,22407,1,2019-09-16,800
102461,83009,5,2019-09-16,280
103204,47682,5,2019-09-16,430
103252,29012,5,2019-09-16,525
104131,91248,4,2019-09-16,45
104578,48872,5,2019-09-16,120
105185,4853,2,2019-09-16,600
105481,33348,5,2019-09-16,320
105955,80644,5,2019-09-16,5940
106281,60010,2,2019-09-16,540
106421,73038,4,2019-09-16,450
107927,84176,5,2019-09-16,1550
107942,80644,3,2019-09-16,2970
108097,4553,5,2019-09-16,220
109867,27546,5,2019-09-16,336
110092,72667,1,2019-09-16,695
110534,45695,2,2019-09-16,720
110685,48483,1,2019-09-16,1200
112603,45979,4,2019-09-16,840
113722,45878,5,2019-09-16,630
114081,9981,2,2019-09-16,8000
114114,3865,4,2019-09-16,19500
115063,39368,4,2019-09-16,837
115467,74506,1,2019-09-16,1680
115689,14074,5,2019-09-16,1800
116334,56380,5,2019-09-17,179
116575,36195,3,2019-09-17,220
117405,61356,5,2019-09-17,780
117512,21429,5,2019-09-17,2340
117520,56380,2,2019-09-17,179
117837,64127,4,2019-09-17,1770
118651,56380,3,2019-09-17,895
118928,70240,1,2019-09-17,1450
120268,14074,1,2019-09-17,450
122804,27546,1,2019-09-17,672
123313,32986,4,2019-09-17,630
123860,3451,4,2019-09-17,1500
124523,40082,5,2019-09-17,630
124584,15875,5,2019-09-17,980
124691,73692,4,2019-09-17,180
125437,40508,3,2019-09-17,980
126835,77079,5,2019-09-17,300
127355,7729,3,2019-09-17,1440
127613,18751,5,2019-09-17,4950
128370,6699,5,2019-09-18,960
128409,43699,5,2019-09-18,676
128877,59784,2,2019-09-18,1950
128979,14836,3,2019-09-18,1100
129341,3451,1,2019-09-18,1250
129448,8691,5,2019-09-18,720
129595,66255,2,2019-09-18,780
129923,7871,1,2019-09-18,2100
130820,36195,5,2019-09-18,550
131658,29510,5,2019-09-18,2160
132135,64127,3,2019-09-18,590
132265,82257,1,2019-09-18,9600
132656,77079,5,2019-09-18,600
133022,57696,3,2019-09-18,2460
133149,73038,5,2019-09-18,270
135444,89334,1,2019-09-18,1400
135544,30263,5,2019-09-18,675
136007,53941,4,2019-09-18,1120
136363,45878,2,2019-09-18,840
136588,51238,5,2019-09-18,1230
137260,32986,2,2019-09-18,1260
139313,31651,4,2019-09-18,720
139373,77558,3,2019-09-18,3950
139714,40508,5,2019-09-18,490
139804,100983,2,2019-09-18,2100
139896,71190,5,2019-09-18,1440
538,27546,5,2019-09-18,1680
1033,13472,1,2019-09-18,1800
1953,3865,1,2019-09-18,6500
2206,18751,2,2019-09-18,5940
2381,33976,2,2019-09-18,480
3925,71190,4,2019-09-18,1800
5467,83795,2,2019-09-18,1240
5558,40082,1,2019-09-18,1260
5707,91498,1,2019-09-19,130
6614,100932,1,2019-09-19,23400
6650,46573,5,2019-09-19,2100
6651,30263,3,2019-09-19,810
6737,37384,3,2019-09-19,2100
6947,43699,1,2019-09-19,845
7398,39368,3,2019-09-19,1395
7776,82257,3,2019-09-19,1600
8722,7940,1,2019-09-19,6000
8786,39368,5,2019-09-19,279
10366,50478,2,2019-09-19,1575
11626,77079,5,2019-09-19,400
14549,50478,2,2019-09-19,945
16716,8691,5,2019-09-19,540
16729,7871,2,2019-09-19,2520
16909,37794,3,2019-09-19,420
17413,72621,4,2019-09-19,895
17433,38723,5,2019-09-19,480
17573,35682,2,2019-09-19,250
17681,43888,1,2019-09-19,190
18362,22568,3,2019-09-19,735
18647,9397,2,2019-09-19,2070
20191,30263,4,2019-09-19,675
20855,66255,3,2019-09-19,780
21886,66135,5,2019-09-19,490
21990,6769,4,2019-09-19,1320
22091,100484,4,2019-09-19,1920
25764,32126,4,2019-09-19,1260
25949,35682,5,2019-09-19,1000
27669,57696,5,2019-09-19,1230
27893,74864,4,2019-09-19,130
28116,35682,2,2019-09-20,750
28388,13705,5,2019-09-20,1080
28817,9397,5,2019-09-20,2070
29044,50478,5,2019-09-20,315
30054,50771,1,2019-09-20,340
30057,29012,5,2019-09-20,2100
30607,22568,2,2019-09-20,490
31322,11218,5,2019-09-20,500
31453,7940,4,2019-09-20,2400
32093,25562,2,2019-09-20,1600
32514,5995,4,2019-09-20,1194
32819,50478,1,2019-09-20,630
32980,6769,5,2019-09-20,440
33057,58472,5,2019-09-20,300
34567,21244,2,2019-09-20,3360
34751,10795,5,2019-09-20,1500
34814,13705,2,2019-09-20,540
35250,38723,3,2019-09-20,160
37005,59784,5,2019-09-20,1560
37038,18751,5,2019-09-20,990
37766,32986,1,2019-09-20,945
38510,83009,5,2019-09-20,280
39501,13906,4,2019-09-20,1020
39817,17395,5,2019-09-20,7000
39875,98964,5,2019-09-20,280
40041,7729,5,2019-09-20,1800
40130,27659,5,2019-09-20,420
40463,84176,4,2019-09-20,620
40938,56350,3,2019-09-20,980
42782,24159,4,2019-09-20,540
42860,43054,2,2019-09-20,1280
43662,84176,1,2019-09-21,310
44941,36306,2,2019-09-21,2340
46247,33349,3,2019-09-21,810
48030,53941,4,2019-09-21,1120
48203,17990,1,2019-09-21,19000
49843,43699,5,2019-09-21,507
50829,15470,5,2019-09-21,590
51225,47405,5,2019-09-21,310
51479,35682,3,2019-09-21,1000
51954,41189,4,2019-09-21,800
53415,14074,5,2019-09-21,1350
55485,58245,5,2019-09-21,360
56773,10086,4,2019-09-21,750
57338,30211,5,2019-09-21,2280
58070,74864,1,2019-09-21,390
59024,95805,4,2019-09-21,100
60638,38723,5,2019-09-21,480
61111,3865,4,2019-09-21,19500
61135,53458,5,2019-09-21,2700
61214,100983,4,2019-09-21,2100
61321,86845,5,2019-09-21,440
62460,11218,5,2019-09-21,250
62825,70813,4,2019-09-21,480
62840,91498,2,2019-09-21,780
62901,45878,5,2019-09-21,1050
64960,72621,1,2019-09-21,716
66095,29012,4,2019-09-21,525
66389,4307,1,2019-09-21,24700
66790,8673,4,2019-09-21,1960
67533,45979,5,2019-09-21,1120
67764,31651,4,2019-09-22,180
68032,59337,5,2019-09-22,1560
69089,89100,3,2019-09-22,21000
70672,29012,5,2019-09-22,2625
71215,44379,2,2019-09-22,660
71240,22407,5,2019-09-22,1000
72062,12895,1,2019-09-22,5200
72080,43888,2,2019-09-22,950
72961,7193,4,2019-09-22,320
73014,4853,5,2019-09-22,200
73574,66539,1,2019-09-22,2394
73951,6381,5,2019-09-22,1172
74120,12895,5,2019-09-22,5200
75020,38723,1,2019-09-22,320
75101,38723,2,2019-09-22,80
75740,47405,2,2019-09-22,620
77271,29012,5,2019-09-22,1575
77550,24159,2,2019-09-22,1620
77807,12812,5,2019-09-22,1920
78052,3820,5,2019-09-22,834
78092,56571,5,2019-09-22,2100
78169,48872,5,2019-09-22,360
79031,18751,1,2019-09-23,5940
79665,4835,4,2019-09-23,3360
80865,15470,2,2019-09-23,2950
81107,100484,3,2019-09-23,1600
81477,73692,1,2019-09-23,360
81590,17329,5,2019-09-23,2950
81679,27546,2,2019-09-23,336
82526,49497,1,2019-09-23,1280
82676,91248,1,2019-09-23,225
82909,50771,5,2019-09-23,1360
83484,89100,2,2019-09-23,25200
83581,68110,4,2019-09-23,2370
83611,48872,1,2019-09-23,720
83640,98964,5,2019-09-23,280
84122,89100,2,2019-09-23,25200
84557,22568,1,2019-09-23,1470
85327,37794,5,2019-09-23,525
85819,98964,3,2019-09-24,1120
87122,82990,3,2019-09-24,1350
87925,14074,1,2019-09-24,900
89802,39814,2,2019-09-24,1560
89823,39368,1,2019-09-24,1674
90512,17258,3,2019-09-24,840
92281,48872,1,2019-09-24,480
92992,100932,3,2019-09-24,7800
93321,21244,1,2019-09-24,3360
93404,70813,4,2019-09-24,720
95286,30263,5,2019-09-24,270
96494,71946,1,2019-09-24,1450
96512,4553,3,2019-09-24,330
97080,9981,3,2019-09-24,20000
98262,59337,1,2019-09-24,1560
98464,44424,4,2019-09-24,720
98790,33976,5,2019-09-24,360
98951,71770,3,2019-09-25,2120
100164,17258,3,2019-09-25,2100
100242,56571,2,2019-09-25,840
100361,27336,2,2019-09-25,500
102586,8707,3,2019-09-25,750
104043,70813,5,2019-09-25,120
104736,32890,3,2019-09-25,1440
105349,35682,3,2019-09-25,1250
105837,89100,3,2019-09-25,8400
106488,18212,4,2019-09-25,120
106619,55051,5,2019-09-25,4560
107931,50478,5,2019-09-25,1260
108419,51238,4,2019-09-25,820
108693,38723,5,2019-09-25,80
109152,89100,4,2019-09-25,16800
109324,66539,1,2019-09-25,1995
109717,10795,3,2019-09-25,1500
109844,80644,2,2019-09-25,990
110483,86302,5,2019-09-25,278
110598,50330,3,2019-09-25,630
111302,14836,4,2019-09-26,3300
111534,20029,3,2019-09-26,882
111629,59337,4,2019-09-26,1170
112881,89100,5,2019-09-26,25200
113618,5292,1,2019-09-26,1152
114541,29510,2,2019-09-26,2160
114998,36195,4,2019-09-26,110
116135,29012,1,2019-09-26,2100
116592,17329,4,2019-09-26,1770
117303,17395,5,2019-09-26,8400
118119,31835,4,2019-09-26,1995
118733,45878,4,2019-09-26,1260
119469,48872,5,2019-09-26,600
119867,14074,1,2019-09-26,2700
120798,81822,5,2019-09-26,1560
121910,27336,4,2019-09-26,500
121979,44379,5,2019-09-26,165
122287,5995,5,2019-09-26,398
122961,86302,5,2019-09-26,695
124416,8707,5,2019-09-26,600
124487,18751,5,2019-09-26,990
127944,56350,2,2019-09-26,980
128384,39368,5,2019-09-26,558
128672,47405,1,2019-09-26,1860
129160,3829,1,2019-09-26,13150
129554,39368,5,2019-09-26,1395
129887,56350,2,2019-09-26,1225
130902,53458,2,2019-09-26,2700
131080,11736,5,2019-09-26,4440
131178,86243,5,2019-09-26,350
132616,70240,3,2019-09-26,580
133914,45878,4,2019-09-26,1050
134194,75557,3,2019-09-27,90
134815,58472,3,2019-09-27,300
135671,73692,5,2019-09-27,540
136566,59784,4,2019-09-27,1170
136791,47475,3,2019-09-27,980
136828,6137,1,2019-09-27,100
136850,8707,3,2019-09-27,450
138969,83792,2,2019-09-27,2340
139088,6742,5,2019-09-27,2550
139355,45695,2,2019-09-27,1200
741,100484,2,2019-09-27,1920
777,37384,1,2019-09-27,2800
823,49497,5,2019-09-27,1280
2224,13705,4,2019-09-27,900
2385,3820,5,2019-09-27,417
2446,6888,5,2019-09-27,2100
2659,86302,5,2019-09-27,556
3965,59784,3,2019-09-27,390
4123,17990,4,2019-09-27,15200
4222,17329,3,2019-09-27,2950
4323,87156,1,2019-09-27,320
4370,29510,5,2019-09-27,360
5076,30211,2,2019-09-27,2280
6016,10795,4,2019-09-27,1200
6451,51238,2,2019-09-27,820
6915,38723,4,2019-09-27,80
7117,57708,1,2019-09-27,2970
7193,75557,3,2019-09-27,360
7517,37794,1,2019-09-27,105
10037,43054,5,2019-09-27,1920
11868,97039,5,2019-09-27,320
14101,66255,2,2019-09-27,390
14452,23575,1,2019-09-27,1260
15291,66539,4,2019-09-28,399
15487,41189,5,2019-09-28,960
15585,3829,2,2019-09-28,10520
16033,75706,5,2019-09-28,600
18871,54794,5,2019-09-28,350
20398,100939,4,2019-09-28,1550
21135,29301,3,2019-09-28,360
21399,33976,5,2019-09-28,600
21409,38723,1,2019-09-28,160
21410,83866,1,2019-09-28,5940
21444,13814,1,2019-09-28,3300
21885,83009,1,2019-09-28,840
22359,77079,1,2019-09-28,500
22958,74864,3,2019-09-28,260
24047,7871,2,2019-09-28,2100
24183,66539,5,2019-09-28,798
25003,73692,5,2019-09-28,180
25607,50330,1,2019-09-28,1050
26175,53138,5,2019-09-28,4140
26377,49026,5,2019-09-28,1200
26555,100460,4,2019-09-29,890
27231,57696,2,2019-09-29,410
27530,3829,3,2019-09-29,10520
27629,79551,3,2019-09-29,290
27743,61071,4,2019-09-29,450
27961,39814,1,2019-09-29,2340
28652,67445,1,2019-09-29,1280
29121,59337,3,2019-09-29,780
29158,6888,5,2019-09-29,2100
29302,84743,3,2019-09-29,600
29637,47405,5,2019-09-29,1550
30924,2706,2,2019-09-29,590
30982,46573,4,2019-09-29,700
31111,4835,4,2019-09-29,2800
31380,13716,4,2019-09-29,450
32391,13705,2,2019-09-29,900
32472,87711,3,2019-09-29,140
34208,58245,4,2019-09-29,120
35063,7193,1,2019-09-29,1280
35085,58472,5,2019-09-29,450
35579,100481,5,2019-09-29,2460
36021,89334,5,2019-09-29,1050
37132,73038,2,2019-09-29,90
37561,13705,4,2019-09-30,720
37832,7940,2,2019-09-30,7200
37968,6262,5,2019-09-30,3864
38725,13814,4,2019-09-30,1100
38868,6742,5,2019-09-30,3400
39586,5292,5,2019-09-30,1152
39816,47475,4,2019-09-30,2450
41165,100481,4,2019-09-30,820
41349,18128,4,2019-09-30,3180
41985,100939,3,2019-09-30,1240
42494,7940,4,2019-09-30,7200
43107,53941,5,2019-09-30,1400
43557,41262,2,2019-09-30,1560
45320,87156,5,2019-09-30,480
45778,5292,4,2019-09-30,1728
46633,17990,3,2019-09-30,15200
46687,3829,4,2019-09-30,2630
47360,60010,5,2019-09-30,450
49820,43699,5,2019-09-30,845
50261,81822,2,2019-09-30,2340
51273,11218,2,2019-09-30,1500
51395,15875,3,2019-09-30,1470
51850,77079,3,2019-09-30,500
51883,33349,4,2019-09-30,540
51920,82990,5,2019-10-01,1350
52182,84743,1,2019-10-01,600
52591,65473,5,2019-10-01,630
52625,17990,5,2019-10-01,19000
52957,86302,5,2019-10-01,834
53107,31835,3,2019-10-01,798
54149,91498,5,2019-10-01,130
54638,70813,2,2019-10-01,480
54964,83009,4,2019-10-01,1400
57072,89100,5,2019-10-01,25200
57407,95805,5,2019-10-01,500
58938,79079,5,2019-10-01,640
59028,37384,2,2019-10-01,700
59286,6699,3,2019-10-01,640
60691,100481,4,2019-10-01,410
61100,86845,4,2019-10-01,330
61256,4853,2,2019-10-01,100
61542,31651,5,2019-10-01,1080
62192,22568,5,2019-10-01,980
62459,32890,4,2019-10-01,1440
64507,4553,5,2019-10-01,220
64757,27659,5,2019-10-01,140
64788,14420,3,2019-10-01,2760
65494,4307,4,2019-10-01,6175
65732,83795,5,2019-10-01,1550
66427,72621,5,2019-10-01,895
66617,50330,1,2019-10-02,1050
67622,15875,3,2019-10-02,1960
67939,13716,2,2019-10-02,450
68154,43699,5,2019-10-02,1014
68535,12895,5,2019-10-02,7800
68676,41189,1,2019-10-02,640
68714,93262,1,2019-10-02,900
69018,29510,3,2019-10-02,360
69673,41262,4,2019-10-02,1950
70816,64127,5,2019-10-02,2360
71278,59337,2,2019-10-02,390
71282,3829,4,2019-10-02,2630
71613,7729,5,2019-10-02,1800
71826,35682,5,2019-10-02,1250
72486,84176,2,2019-10-02,1860
74236,50771,5,2019-10-02,1700
74253,100932,2,2019-10-02,11700
75282,55452,5,2019-10-02,1400
75850,81822,3,2019-10-02,1560
75915,80644,5,2019-10-02,990
75990,40508,5,2019-10-02,1470
76208,70813,4,2019-10-02,480
76310,33349,4,2019-10-02,1080
78338,44379,5,2019-10-02,660
78792,2706,1,2019-10-02,2950
79239,14420,5,2019-10-02,4140
79400,18751,4,2019-10-02,2970
80310,41262,4,2019-10-02,2340
80500,33976,3,2019-10-03,360
81922,43888,2,2019-10-03,570
81967,12751,5,2019-10-03,400
84126,13906,1,2019-10-03,1360
85404,53731,1,2019-10-03,1720
85439,9397,5,2019-10-03,345
86188,17990,2,2019-10-03,19000
86232,87711,5,2019-10-03,140
87872,87711,5,2019-10-03,700
88339,32126,5,2019-10-03,210
88647,60010,1,2019-10-03,360
89573,55051,1,2019-10-03,1520
89833,31651,1,2019-10-03,180
89983,86302,5,2019-10-03,417
90998,49026,4,2019-10-03,1200
91008,51314,4,2019-10-03,1230
94634,14420,2,2019-10-03,3450
94696,8456,1,2019-10-03,2160
95691,75557,1,2019-10-03,450
97896,47405,1,2019-10-03,310
98064,57696,3,2019-10-03,410
98744,43054,2,2019-10-03,1920
99398,38723,3,2019-10-03,80
99508,8691,5,2019-10-03,360
99525,15875,4,2019-10-03,490
99785,91498,1,2019-10-03,520
101427,37794,3,2019-10-03,525
101924,7940,3,2019-10-03,2400
102043,72667,4,2019-10-03,278
102088,86302,4,2019-10-03,556
103817,14420,2,2019-10-03,690
105363,67445,1,2019-10-03,320
106100,9809,5,2019-10-03,1040
106837,79079,5,2019-10-03,640
106880,7729,4,2019-10-03,1800
107065,67445,4,2019-10-03,1920
107744,100484,5,2019-10-03,640
109099,47405,5,2019-10-03,1550
111371,12895,2,2019-10-03,10400
112060,100481,5,2019-10-04,2050
112326,9981,2,2019-10-04,20000
113233,41518,3,2019-10-04,780
115068,30211,4,2019-10-04,380
115416,22568,4,2019-10-04,735
116018,37794,1,2019-10-04,105
117428,61071,5,2019-10-04,1800
117519,14074,1,2019-10-04,1350
117927,25562,1,2019-10-04,320
118187,100939,5,2019-10-04,930
118316,22568,2,2019-10-04,245
118615,70813,5,2019-10-04,240
120174,17990,5,2019-10-04,7600
121177,73038,5,2019-10-04,90
121417,6888,1,2019-10-04,1750
121424,85154,3,2019-10-04,2100
121577,53731,4,2019-10-04,1290
124322,65473,3,2019-10-04,840
125310,6262,2,2019-10-04,2576
128616,11736,5,2019-10-04,740
128642,82990,5,2019-10-04,900
128890,30211,3,2019-10-04,760
129332,51314,2,2019-10-04,1640
130584,73038,5,2019-10-04,540
130795,84743,1,2019-10-04,120
131479,14420,2,2019-10-04,2070
132852,3451,5,2019-10-04,250
133097,30211,2,2019-10-04,760
133138,33349,3,2019-10-04,810
133712,57815,3,2019-10-04,200
134308,91248,2,2019-10-04,225
135842,55452,1,2019-10-04,350
137787,79551,1,2019-10-05,290
138077,17395,5,2019-10-05,4200
139506,48872,5,2019-10-05,600
975,45878,4,2019-10-05,1050
1045,17990,3,2019-10-05,7600
1844,43888,3,2019-10-05,570
1874,5292,5,2019-10-05,3456
2638,12609,5,2019-10-05,640
2754,21244,5,2019-10-05,2240
2952,100961,3,2019-10-05,960
3114,32890,2,2019-10-05,480
3432,59337,4,2019-10-05,1170
3790,100939,5,2019-10-05,1240
3797,3865,3,2019-10-05,13000
6758,13814,4,2019-10-05,2750
7192,49026,3,2019-10-05,480
7414,29012,5,2019-10-05,2100
8108,57815,5,2019-10-05,500
8919,75706,2,2019-10-05,600
9443,6137,4,2019-10-05,200
9544,61356,5,2019-10-05,390
9887,72621,1,2019-10-05,716
11073,98640,2,2019-10-05,2970
12063,100460,5,2019-10-05,1780
12216,8707,5,2019-10-05,150
12679,7193,1,2019-10-05,1920
13731,44207,5,2019-10-06,290
16537,47682,2,2019-10-06,2580
16708,100939,4,2019-10-06,310
17396,43888,5,2019-10-06,950
18009,87711,2,2019-10-06,700
18908,6769,5,2019-10-06,660
20455,57815,2,2019-10-06,500
21600,41262,5,2019-10-06,390
22988,6699,2,2019-10-06,640
23935,100460,2,2019-10-06,890
24599,11218,4,2019-10-06,1000
24600,6699,5,2019-10-06,640
24866,4853,1,2019-10-06,300
24966,95805,3,2019-10-06,300
25218,79079,4,2019-10-06,960
25252,47405,4,2019-10-06,1860
25266,40508,4,2019-10-06,735
25549,43888,1,2019-10-06,1140
26656,17990,4,2019-10-06,15200
28412,19432,1,2019-10-06,1140
28751,33348,1,2019-10-06,480
29342,37384,5,2019-10-06,700
29615,39814,5,2019-10-06,1170
29923,24159,4,2019-10-06,270
31378,83009,5,2019-10-06,560
31964,100460,5,2019-10-07,1780
32058,27546,5,2019-10-07,2016
32124,48483,2,2019-10-07,400
34488,88368,5,2019-10-07,750
34835,15470,5,2019-10-07,590
34892,12751,5,2019-10-07,800
35615,89334,4,2019-10-07,700
36611,60010,3,2019-10-07,270
37023,77079,4,2019-10-07,300
38483,84743,4,2019-10-07,360
39034,50478,4,2019-10-07,630
39933,27659,1,2019-10-07,140
40169,87711,5,2019-10-07,840
40621,6769,1,2019-10-07,1320
41341,9809,5,2019-10-07,1560
41717,12812,5,2019-10-07,1280
41795,86845,4,2019-10-07,660
42550,51314,5,2019-10-07,2050
43555,56380,5,2019-10-07,537
43833,43699,5,2019-10-07,1014
44504,100983,5,2019-10-07,700
44940,4835,3,2019-10-07,2240
45671,49026,4,2019-10-07,1440
46065,39368,5,2019-10-08,1395
46338,2706,5,2019-10-08,1770
46619,15470,5,2019-10-08,2360
48185,6742,5,2019-10-08,2550
48253,33976,2,2019-10-08,360
50111,17990,5,2019-10-08,22800
50192,5567,5,2019-10-08,420
50956,18751,2,2019-10-08,990
51733,30211,4,2019-10-08,380
52062,18790,5,2019-10-08,5340
52255,29510,5,2019-10-08,1080
53503,100460,2,2019-10-08,3560
53649,8673,2,2019-10-08,2450
53789,40082,5,2019-10-08,315
54761,66135,3,2019-10-08,1470
54998,82257,5,2019-10-08,4800
55109,86544,3,2019-10-08,100
55165,66539,2,2019-10-08,1596
55697,66539,5,2019-10-08,1197
56101,86544,4,2019-10-08,300
56614,66539,1,2019-10-08,1596
56720,13716,1,2019-10-08,900
57343,82257,3,2019-10-08,9600
57409,29012,5,2019-10-08,2100
58911,27336,2,2019-10-08,1500
59216,48872,2,2019-10-08,360
59316,6381,2,2019-10-08,1758
59739,83009,5,2019-10-09,280
59937,49026,1,2019-10-09,960
60030,89334,5,2019-10-09,350
60327,75557,1,2019-10-09,450
62821,33976,3,2019-10-09,720
63983,58245,2,2019-10-09,360
64372,4853,4,2019-10-09,600
65186,6137,4,2019-10-09,500
66177,17258,3,2019-10-09,840
66754,55452,4,2019-10-09,1050
67021,27546,3,2019-10-09,1344
67246,56380,3,2019-10-09,716
67349,79551,5,2019-10-09,1740
67836,83792,4,2019-10-09,1170
67859,66539,5,2019-10-09,1995
67871,84743,5,2019-10-09,480
68158,84743,5,2019-10-09,120
69431,5995,5,2019-10-09,796
70275,13716,1,2019-10-09,1350
70398,71190,1,2019-10-09,720
70408,80644,4,2019-10-09,1980
70536,93262,1,2019-10-09,1800
72171,48483,5,2019-10-09,400
73809,13814,3,2019-10-09,2750
74094,44379,3,2019-10-09,660
75490,48483,5,2019-10-09,2400
78420,3829,5,2019-10-09,2630
78899,13814,5,2019-10-09,2750
80404,58245,1,2019-10-09,600
80407,35129,5,2019-10-09,1600
81948,50330,5,2019-10-09,1050
82712,60010,3,2019-10-09,450
83056,83009,5,2019-10-09,1400
84320,87711,5,2019-10-09,560
85943,44424,5,2019-10-09,1440
86623,5567,5,2019-10-09,630
86671,73692,5,2019-10-09,540
86858,100460,2,2019-10-09,1780
88262,6769,3,2019-10-09,440
88876,47682,3,2019-10-09,1720
90875,77079,1,2019-10-09,100
92136,8456,5,2019-10-09,1800
92913,86243,2,2019-10-09,1400
93491,41262,2,2019-10-09,1950
93502,53458,2,2019-10-09,1350
94317,9397,2,2019-10-09,2070
95140,35129,5,2019-10-09,1600
95805,22568,4,2019-10-09,245
97834,43054,5,2019-10-09,1280
98174,5567,2,2019-10-09,1050
98399,13705,4,2019-10-09,540
100002,23575,4,2019-10-10,420
101090,9809,5,2019-10-10,1040
102817,19432,1,2019-10-10,570
102834,27546,4,2019-10-10,336
103396,41189,4,2019-10-10,480
104157,83795,5,2019-10-10,1860
104510,49026,3,2019-10-10,960
104833,43888,3,2019-10-10,1140
105638,71946,5,2019-10-10,1740
105883,91498,5,2019-10-10,390
106355,56380,5,2019-10-10,895
106623,41262,3,2019-10-10,1170
106671,18790,2,2019-10-10,890
107139,3451,1,2019-10-10,250
108257,86544,5,2019-10-10,100
108484,53941,4,2019-10-10,560
109141,100481,5,2019-10-10,410
110316,100481,3,2019-10-10,820
111135,41189,1,2019-10-10,160
111632,71190,5,2019-10-10,2160
111830,9981,4,2019-10-10,8000
112885,21244,5,2019-10-10,6720
113440,57708,3,2019-10-10,1980
114457,67445,1,2019-10-10,1280
114640,75706,3,2019-10-10,200
114746,13906,5,2019-10-10,340
117002,17258,1,2019-10-10,840
117212,83009,4,2019-10-10,280
117400,7940,4,2019-10-10,3600
117502,5567,5,2019-10-10,420
118156,29510,1,2019-10-10,360
121011,85154,5,2019-10-11,1680
122416,29301,5,2019-10-11,360
122565,6769,2,2019-10-11,220
123841,6137,1,2019-10-11,200
124468,64127,5,2019-10-11,1180
125463,100932,2,2019-10-11,23400
125800,71946,5,2019-10-11,870
126229,100460,2,2019-10-11,1780
126708,67445,5,2019-10-11,1280
127259,29301,5,2019-10-11,540
128379,91248,5,2019-10-11,180
128544,71190,5,2019-10-11,1440
129147,87711,1,2019-10-11,700
129206,13716,1,2019-10-11,1350
129656,40508,5,2019-10-11,245
130814,36195,5,2019-10-11,330
131391,100484,5,2019-10-11,960
131979,84176,1,2019-10-11,1860
131993,17395,1,2019-10-11,1400
133432,91498,3,2019-10-11,650
133854,35682,3,2019-10-11,750
134247,47475,3,2019-10-11,1470
134279,23575,5,2019-10-11,630
134360,33348,5,2019-10-11,320
134494,28699,5,2019-10-11,420
134602,100481,1,2019-10-11,2460
135240,6888,3,2019-10-11,2100
135681,70813,5,2019-10-12,480
136056,100481,3,2019-10-12,2050
136139,83795,5,2019-10-12,1860
136502,16634,2,2019-10-12,2400
136630,15470,2,2019-10-12,1770
137549,62594,1,2019-10-12,1200
138360,21516,5,2019-10-12,1920
139776,17395,2,2019-10-12,2800
139871,42913,2,2019-10-12,12950
949,65473,5,2019-10-12,1260
1167,44207,2,2019-10-12,580
1333,86544,5,2019-10-12,150
1383,56571,3,2019-10-12,2520
1730,27659,5,2019-10-12,420
2069,41189,4,2019-10-12,160
2226,47405,5,2019-10-12,1550
3061,17395,3,2019-10-12,2800
3242,83866,1,2019-10-12,3960
4166,35682,5,2019-10-12,250
4936,5292,4,2019-10-12,1728
5911,62594,5,2019-10-12,600
6301,4553,4,2019-10-12,110
8278,98964,3,2019-10-12,1120
8298,100932,5,2019-10-12,15600
8395,8673,2,2019-10-12,2450
9665,80644,1,2019-10-12,5940
10214,21244,3,2019-10-12,4480
10985,40082,5,2019-10-12,945
11057,29301,4,2019-10-12,360
11538,42913,1,2019-10-13,7770
11598,6137,5,2019-10-13,300
12134,2706,5,2019-10-13,2360
13326,5567,3,2019-10-13,840
14108,33348,5,2019-10-13,320
14955,6262,4,2019-10-13,3220
15993,98964,3,2019-10-13,840
17059,44207,4,2019-10-13,1160
17621,13906,2,2019-10-13,1020
17958,68110,3,2019-10-13,1580
18496,57696,1,2019-10-13,1640
18637,70673,3,2019-10-13,630
20017,17258,3,2019-10-13,2520
20444,37794,5,2019-10-13,420
22112,37384,4,2019-10-13,2100
22395,57815,1,2019-10-13,400
24193,100484,1,2019-10-13,640
24753,4553,5,2019-10-13,550
25765,71190,5,2019-10-13,1800
26403,100939,5,2019-10-13,620
26559,41518,5,2019-10-13,1560
27224,61356,5,2019-10-13,1170
27539,11218,1,2019-10-13,1000
29312,79079,5,2019-10-13,1280
29579,86845,1,2019-10-13,220
29705,100961,4,2019-10-14,1920
29846,59337,5,2019-10-14,780
31255,29012,5,2019-10-14,1575
31661,6137,2,2019-10-14,500
34662,84692,1,2019-10-14,499
34779,60010,5,2019-10-14,450
35607,36195,1,2019-10-14,220
35853,75557,5,2019-10-14,270
38340,71770,4,2019-10-14,2120
39276,12812,2,2019-10-14,1280
39761,6137,3,2019-10-14,600
39891,84692,3,2019-10-14,998
40027,32890,4,2019-10-14,1920
40153,37794,3,2019-10-14,630
40733,58245,4,2019-10-14,360
41485,12812,2,2019-10-14,640
